Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0012799,-2.2763E-18,0.04967,0,0,0,10.311,0.04304,-3.6932E-18,0.0005894,0.24042,1.4E-19,0.26648,0,0,0,0,0,0,package://car_description/meshes/base_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://car_description/meshes/base_link.STL,,底盘-1,baselink,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
lbwheel_link,0,-0.00051546,1.7347E-18,0,0,0,0.68565,0.00083283,-5.9331E-20,-2.732E-20,0.0012217,-8.3558E-21,0.00083283,0,0,0,0,0,0,package://car_description/meshes/lbwheel_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://car_description/meshes/lbwheel_link.STL,,车轮-4,lb,b,lbwheel_joint,continuous,-0.175,0.16,0.015,0,0,0,base_link,0,1,0,,,,,,,,,,,,
rbwheel_link,0,0.00051546,0,0,0,0,0.68565,0.00083283,1.2107E-20,-1.721E-20,0.0012217,-3.4783E-20,0.00083283,0,0,0,0,0,0,package://car_description/meshes/rbwheel_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://car_description/meshes/rbwheel_link.STL,,车轮-1,rb,b,rbwheel_joint,continuous,-0.175,-0.16,0.015,0,0,0,base_link,0,1,0,,,,,,,,,,,,
lfwheel_link,0,-0.000515463917525771,0,0,0,0,0.685652596645972,0.000832831974251694,-1.18757953331747E-20,-1.58578700929054E-36,0.00122165002762582,2.14850603386636E-36,0.000832831974251694,0,0,0,0,0,0,package://car_description/meshes/lfwheel_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://car_description/meshes/lfwheel_link.STL,,车轮-3,lf,f,lfwheel_joint,continuous,0.16,0.16517,0.015,0,0,0,base_link,0,1,0,,,,,,,,,,,,
rfwheel_link,0,0.000515463917525771,3.46944695195361E-18,0,0,0,0.685652596645972,0.000832831974251694,3.05523237444948E-20,1.11388141286391E-20,0.00122165002762582,-6.07509254123777E-20,0.000832831974251694,0,0,0,0,0,0,package://car_description/meshes/rfwheel_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://car_description/meshes/rfwheel_link.STL,,车轮-2,rf,f,rfwheel_joint,continuous,0.16,-0.16,0.015,0,0,0,base_link,0,1,0,,,,,,,,,,,,
laser_link,2.7756E-17,1.8608E-19,-0.012942,0,0,0,0.25036,0.00017163,-7.3468E-37,-1.3354E-20,0.00017163,0,0.00028083,0,0,0,0,0,0,package://car_description/meshes/laser_link.STL,0.75294,0.75294,0.75294,1,0,0,0,0,0,0,package://car_description/meshes/laser_link.STL,,laser-1,laserlink,,laser_joint,fixed,0.16,0,0.12,0,0,0,base_link,0,0,0,,,,,,,,,,,,
camera_link,-0.00750000000000001,-9.46049530208796E-19,-6.93889390390723E-18,0,0,0,0.003375,1.265625E-07,4.32918539341672E-24,-2.28825950700749E-24,1.265625E-07,0,1.265625E-07,0,0,0,0,0,0,package://car_description/meshes/camera_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://car_description/meshes/camera_link.STL,,摄像头-1,camera,,camera_joint,fixed,0.27,0,0.05,0,0,0,base_link,0,0,0,,,,,,,,,,,,
